office_no,municipality,corporation_name,office_name,wam_office_url,homepage_url,homepage_source,homepage_confidence,instagram_url,instagram_source,instagram_confidence,search_query,search_checked_at
436,大阪市,株式会社アンド,就労支援事業所coco,https://coco-syuroushien.com,https://coco-syuroushien.com,wam_url,high,,,,"""就労支援事業所coco"" ""大阪市"" アンド 就労継続支援B型 Instagram",2026-03-12T16:12:55
437,大阪市,株式会社シクロ,ルウなんば南,https://cyclo-inc.jp,https://cyclo-inc.jp,wam_url,high,,,,"""ルウなんば南"" ""大阪市"" シクロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
438,大阪市,特定非営利活動法人one-s future,ウェルコネクト,,,,,,,,"""ウェルコネクト"" ""大阪市"" one-s future 就労継続支援B型 Instagram",2026-03-12T16:12:55
439,大阪市,株式会社paptimus,ステップ,,,,,,,,"""ステップ"" ""大阪市"" paptimus 就労継続支援B型 Instagram",2026-03-12T16:12:55
44,大阪市,相生株式会社,わくわくワーク,,,,,,,,"""わくわくワーク"" ""大阪市"" 相生 就労継続支援B型 Instagram",2026-03-12T16:12:55
440,大阪市,いんざパーク株式会社,いんざパーク,,,,,,,,"""いんざパーク"" ""大阪市"" いんざパーク 就労継続支援B型 Instagram",2026-03-12T16:12:55
441,大阪市,株式会社リシーク,キャリカク大阪なんば事業所,https://kyarikaku.jp/osaka-nanba-office,https://kyarikaku.jp/osaka-nanba-office,wam_url,high,,,,"""キャリカク大阪なんば事業所"" ""大阪市"" リシーク 就労継続支援B型 Instagram",2026-03-12T16:12:55
442,大阪市,株式会社レゼル,就労継続支援レゼル,,,,,,,,"""就労継続支援レゼル"" ""大阪市"" レゼル 就労継続支援B型 Instagram",2026-03-12T16:12:55
443,大阪市,(株)フィリア,就労継続支援B型事業所　スクエア,,,,,,,,"""就労継続支援B型事業所　スクエア"" ""大阪市"" (株)フィリア 就労継続支援B型 Instagram",2026-03-12T16:12:55
444,大阪市,（株）タイヘイコーポレーション,ミンナ・ファーム,,,,,,,,"""ミンナ・ファーム"" ""大阪市"" （株）タイヘイコーポレーション 就労継続支援B型 Instagram",2026-03-12T16:12:55
445,大阪市,社会福祉法人きくのか福祉会,みつき,http://www.e-mituki.com,http://www.e-mituki.com,wam_url,high,,,,"""みつき"" ""大阪市"" きくのか福祉会 就労継続支援B型 Instagram",2026-03-12T16:12:55
446,大阪市,そうそうの杜,つむぎ館,,,,,,,,"""つむぎ館"" ""大阪市"" そうそうの杜 就労継続支援B型 Instagram",2026-03-12T16:12:55
447,大阪市,社会福祉法人そよ風,ウィング,http://soyokaze2002.org,http://soyokaze2002.org,wam_url,high,,,,"""ウィング"" ""大阪市"" そよ風 就労継続支援B型 Instagram",2026-03-12T16:12:55
448,大阪市,NPO法人アド企画,大阪障害者労働センターアド企画,,,,,,,,"""大阪障害者労働センターアド企画"" ""大阪市"" NPO法人アド企画 就労継続支援B型 Instagram",2026-03-12T16:12:55
449,大阪市,そうそうの杜,Prife,,,,,,,,"""Prife"" ""大阪市"" そうそうの杜 就労継続支援B型 Instagram",2026-03-12T16:12:55
45,大阪市,株式会社ホイミ,ホイミ堂　北田辺店,,,,,,,,"""ホイミ堂　北田辺店"" ""大阪市"" ホイミ 就労継続支援B型 Instagram",2026-03-12T16:12:55
450,大阪市,特定非営利活動法人燦然会,ワークセンターぜ・す・と,http://www.npo-sanzenkai.com,http://www.npo-sanzenkai.com,wam_url,high,,,,"""ワークセンターぜ・す・と"" ""大阪市"" 燦然会 就労継続支援B型 Instagram",2026-03-12T16:12:55
451,大阪市,株式会社マイ・スタイル,マイ・スタイル　深江橋事業所,http://mystyle-osaka.com,http://mystyle-osaka.com,wam_url,high,,,,"""マイ・スタイル　深江橋事業所"" ""大阪市"" マイ・スタイル 就労継続支援B型 Instagram",2026-03-12T16:12:55
452,大阪市,株式会社エー・サポート,エー・サポートのえ,https://asprt.co.jp,https://asprt.co.jp,wam_url,high,,,,"""エー・サポートのえ"" ""大阪市"" エー・サポート 就労継続支援B型 Instagram",2026-03-12T16:12:55
453,大阪市,特定非営利活動法人あそーと,就労継続支援B型ここある,http://cocoaru.npo-assort.com,http://cocoaru.npo-assort.com,wam_url,high,,,,"""就労継続支援B型ここある"" ""大阪市"" あそーと 就労継続支援B型 Instagram",2026-03-12T16:12:55
454,大阪市,株式会社エイキ,ぷいぷいLabo,,,,,,,,"""ぷいぷいLabo"" ""大阪市"" エイキ 就労継続支援B型 Instagram",2026-03-12T16:12:55
455,大阪市,株式会社NICO JAPAN,ニコサービス城東センター,http://nicojapan.co.jp,http://nicojapan.co.jp,wam_url,high,,,,"""ニコサービス城東センター"" ""大阪市"" NICO JAPAN 就労継続支援B型 Instagram",2026-03-12T16:12:55
456,大阪市,NPO法人すすき,Landmark,http://landmark2013.ciao.jp,http://landmark2013.ciao.jp,wam_url,high,,,,"""Landmark"" ""大阪市"" NPO法人すすき 就労継続支援B型 Instagram",2026-03-12T16:12:55
457,大阪市,一般社団法人笑福,笑福作業所,,,,,,,,"""笑福作業所"" ""大阪市"" 笑福 就労継続支援B型 Instagram",2026-03-12T16:12:55
458,大阪市,一般社団法人共生福祉の会,作業所若草,https://tomoiki-kai.net,https://tomoiki-kai.net,wam_url,high,,,,"""作業所若草"" ""大阪市"" 共生福祉の会 就労継続支援B型 Instagram",2026-03-12T16:12:55
459,大阪市,特定非営利活動法人ラルゲット,ワークプレイス・デイアクティビティーセンター,https://www.npo-larghetto.jp,https://www.npo-larghetto.jp,wam_url,high,,,,"""ワークプレイス・デイアクティビティーセンター"" ""大阪市"" ラルゲット 就労継続支援B型 Instagram",2026-03-12T16:12:55
46,大阪市,一般社団法人sowaka,珠手箱,https://sowaka0126.com,https://sowaka0126.com,wam_url,high,,,,"""珠手箱"" ""大阪市"" sowaka 就労継続支援B型 Instagram",2026-03-12T16:12:55
460,大阪市,社会福祉法人　そよ風,ＳＨＩＺＵＫＵ,http://soyokaze2002.org,http://soyokaze2002.org,wam_url,high,,,,"""ＳＨＩＺＵＫＵ"" ""大阪市"" そよ風 就労継続支援B型 Instagram",2026-03-12T16:12:55
461,大阪市,合同会社VAMOS,VAMOS,https://vamos-welfare.com,https://vamos-welfare.com,wam_url,high,,,,"""VAMOS"" ""大阪市"" VAMOS 就労継続支援B型 Instagram",2026-03-12T16:12:55
462,大阪市,合同会社縁家,pu-a-pu,,,,,,,,"""pu-a-pu"" ""大阪市"" 縁家 就労継続支援B型 Instagram",2026-03-12T16:12:55
463,大阪市,株式会社Ａ．Ｓ．Ｅｎｔｅｒｔａｉｎｍｅｎｔ,城東フレンドシップ,https://joto-friendship.club,https://joto-friendship.club,wam_url,high,,,,"""城東フレンドシップ"" ""大阪市"" Ａ．Ｓ．Ｅｎｔｅｒｔａｉｎｍｅｎｔ 就労継続支援B型 Instagram",2026-03-12T16:12:55
464,大阪市,そうそうの杜,座座,,,,,,,,"""座座"" ""大阪市"" そうそうの杜 就労継続支援B型 Instagram",2026-03-12T16:12:55
465,大阪市,マリアプロ,マリアワークス京橋東,https://mariap.jp,https://mariap.jp,wam_url,high,,,,"""マリアワークス京橋東"" ""大阪市"" マリアプロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
466,大阪市,AsFine株式会社,アスファインアジャスト蒲生オフィス,https://adjust.asfine.co.jp,https://adjust.asfine.co.jp,wam_url,high,,,,"""アスファインアジャスト蒲生オフィス"" ""大阪市"" AsFine 就労継続支援B型 Instagram",2026-03-12T16:12:55
467,大阪市,大生アドバンス株式会社,アドバンスワーク,https://advance98.com,https://advance98.com,wam_url,high,,,,"""アドバンスワーク"" ""大阪市"" 大生アドバンス 就労継続支援B型 Instagram",2026-03-12T16:12:55
468,大阪市,オレイユｄｅボヌール合同会社,しあわせのみみ,,,,,,,,"""しあわせのみみ"" ""大阪市"" オレイユｄｅボヌール 就労継続支援B型 Instagram",2026-03-12T16:12:55
469,大阪市,株式会社　ファーストステップ,就労継続支援B型事業所　ひるね,https://firststep-ws.co.jp,https://firststep-ws.co.jp,wam_url,high,,,,"""就労継続支援B型事業所　ひるね"" ""大阪市"" ファーストステップ 就労継続支援B型 Instagram",2026-03-12T16:12:55
47,大阪市,株式会社テェール,未来ワークス,https://terre-osaka.com,https://terre-osaka.com,wam_url,high,,,,"""未来ワークス"" ""大阪市"" テェール 就労継続支援B型 Instagram",2026-03-12T16:12:55
470,大阪市,一般社団法人笑福,笑福作業所TWO,,,,,,,,"""笑福作業所TWO"" ""大阪市"" 笑福 就労継続支援B型 Instagram",2026-03-12T16:12:55
471,大阪市,社会福祉法人そうそうの杜,杜のShokudo,,,,,,,,"""杜のShokudo"" ""大阪市"" そうそうの杜 就労継続支援B型 Instagram",2026-03-12T16:12:55
472,大阪市,	株式会社　ＮＩＣＯ　ＪＡＰＡＮ,ニコサービス,https://www.nicojapan.co.jp,https://www.nicojapan.co.jp,wam_url,high,,,,"""ニコサービス"" ""大阪市"" ＮＩＣＯ　ＪＡＰＡＮ 就労継続支援B型 Instagram",2026-03-12T16:12:55
473,大阪市,株式会社　エヴァーグリーン,ワークスペースグリーンズ,,,,,,,,"""ワークスペースグリーンズ"" ""大阪市"" エヴァーグリーン 就労継続支援B型 Instagram",2026-03-12T16:12:55
474,大阪市,ケア・メンタリング有限会社,ケア・メンタリング,http://care-mentoring.jp,http://care-mentoring.jp,wam_url,high,,,,"""ケア・メンタリング"" ""大阪市"" ケア・メンタリング有限会社 就労継続支援B型 Instagram",2026-03-12T16:12:55
475,大阪市,株式会社エンリッチ,プラチナム,,,,,,,,"""プラチナム"" ""大阪市"" エンリッチ 就労継続支援B型 Instagram",2026-03-12T16:12:55
476,大阪市,コエル株式会社,おにぎりどん,https://onigiri-don.com,https://onigiri-don.com,wam_url,high,,,,"""おにぎりどん"" ""大阪市"" コエル 就労継続支援B型 Instagram",2026-03-12T16:12:55
477,大阪市,　株式会社Lim,就労継続支援B型事業所Lim,,,,,,,,"""就労継続支援B型事業所Lim"" ""大阪市"" Lim 就労継続支援B型 Instagram",2026-03-12T16:12:55
478,大阪市,株式会社Workup,cake事業所,,,,,,,,"""cake事業所"" ""大阪市"" Workup 就労継続支援B型 Instagram",2026-03-12T16:12:55
479,大阪市,特定非営利活動法人ハートフル都島,手琴堂,https://tekindo.jimdo.com,https://tekindo.jimdo.com,wam_url,high,,,,"""手琴堂"" ""大阪市"" ハートフル都島 就労継続支援B型 Instagram",2026-03-12T16:12:55
48,大阪市,株式会社アーチ,アーチジョイ,http://archjoy.jp,http://archjoy.jp,wam_url,high,,,,"""アーチジョイ"" ""大阪市"" アーチ 就労継続支援B型 Instagram",2026-03-12T16:12:55
480,大阪市,NPO法人　真成会,ワークセンタJIN,https://sinseikai-miyakojima.jimdo.com,https://sinseikai-miyakojima.jimdo.com,wam_url,high,,,,"""ワークセンタJIN"" ""大阪市"" NPO法人　真成会 就労継続支援B型 Instagram",2026-03-12T16:12:55
481,大阪市,一般社団法人かるみあ,かるみあ事業所,http://kalmia-osaka.com,http://kalmia-osaka.com,wam_url,high,,,,"""かるみあ事業所"" ""大阪市"" かるみあ 就労継続支援B型 Instagram",2026-03-12T16:12:55
482,大阪市,株式会社ぷれしゃす,ぷれしゃす,,,,,,,,"""ぷれしゃす"" ""大阪市"" ぷれしゃす 就労継続支援B型 Instagram",2026-03-12T16:12:55
483,大阪市,"特定非営利活動法人
ディスエイブルド就労支援センター",ディスエイブルド就労支援センター,https://disabled-osaka.com,https://disabled-osaka.com,wam_url,high,,,,"""ディスエイブルド就労支援センター"" ""大阪市"" ディスエイブルド就労支援センター 就労継続支援B型 Instagram",2026-03-12T16:12:55
484,大阪市,一般社団法人オノマトペ,オノマトペ,,,,,,,,"""オノマトペ"" ""大阪市"" オノマトペ 就労継続支援B型 Instagram",2026-03-12T16:12:55
485,大阪市,一般社団法人　人力舎,ワークアンドスマイル都島,https://www.ws-miyakojima.or.jp,https://www.ws-miyakojima.or.jp,wam_url,high,,,,"""ワークアンドスマイル都島"" ""大阪市"" 人力舎 就労継続支援B型 Instagram",2026-03-12T16:12:55
486,大阪市,株式会社リアルスマイル,チャレンズワーク,,,,,,,,"""チャレンズワーク"" ""大阪市"" リアルスマイル 就労継続支援B型 Instagram",2026-03-12T16:12:55
487,大阪市,株式会社シンコー,桜の宮事業所,http://www.sinkou-sakuranomiya.com,http://www.sinkou-sakuranomiya.com,wam_url,high,,,,"""桜の宮事業所"" ""大阪市"" シンコー 就労継続支援B型 Instagram",2026-03-12T16:12:55
488,大阪市,一般社団法人 友ファミリー,友ファミリー,https://youfamily5514.com,https://youfamily5514.com,wam_url,high,,,,"""友ファミリー"" ""大阪市"" 友ファミリー 就労継続支援B型 Instagram",2026-03-12T16:12:55
489,大阪市,NPO法人　真成会,ワークセンター　REN,https://sinseikai-miyakojima.jimdofree.com/%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%EF%BD%8A%EF%BD%89%EF%BD%8E,https://sinseikai-miyakojima.jimdofree.com/%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%EF%BD%8A%EF%BD%89%EF%BD%8E,wam_url,high,,,,"""ワークセンター　REN"" ""大阪市"" NPO法人　真成会 就労継続支援B型 Instagram",2026-03-12T16:12:55
49,大阪市,株式会社一希,アルズサポート,,,,,,,,"""アルズサポート"" ""大阪市"" 一希 就労継続支援B型 Instagram",2026-03-12T16:12:55
490,大阪市,株式会社ケアネクスト,就労継続支援B型事業所SMILE-UP.,,,,,,,,"""就労継続支援B型事業所SMILE-UP."" ""大阪市"" ケアネクスト 就労継続支援B型 Instagram",2026-03-12T16:12:55
491,大阪市,株式会社ボクトコロ,Bocre,,,,,,,,"""Bocre"" ""大阪市"" ボクトコロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
492,大阪市,はなまる株式会社,就労継続支援B型事業所　オリーブ,,,,,,,,"""就労継続支援B型事業所　オリーブ"" ""大阪市"" はなまる 就労継続支援B型 Instagram",2026-03-12T16:12:55
493,大阪市,NPO法人　日心,就労継続支援センター　ステップワン,http://www.ants-it.jp/sf/os/nisshin,http://www.ants-it.jp/sf/os/nisshin,wam_url,high,,,,"""就労継続支援センター　ステップワン"" ""大阪市"" NPO法人　日心 就労継続支援B型 Instagram",2026-03-12T16:12:55
494,大阪市,社会福祉法人　きれ福祉会,ユーアンドアイ,http://www.youandi-net.com,http://www.youandi-net.com,wam_url,high,,,,"""ユーアンドアイ"" ""大阪市"" きれ福祉会 就労継続支援B型 Instagram",2026-03-12T16:12:55
495,大阪市,社会福祉法人　つむぎ福祉会,そらまめ作業所,http://tsumugigroup.net,http://tsumugigroup.net,wam_url,high,,,,"""そらまめ作業所"" ""大阪市"" つむぎ福祉会 就労継続支援B型 Instagram",2026-03-12T16:12:55
496,大阪市,わかたけ会,バンブー,http://www.wakatake-kai.jp,http://www.wakatake-kai.jp,wam_url,high,,,,"""バンブー"" ""大阪市"" わかたけ会 就労継続支援B型 Instagram",2026-03-12T16:12:55
497,大阪市,もなか会,紙再生工房,https://www.kamisaisei.org,https://www.kamisaisei.org,wam_url,high,,,,"""紙再生工房"" ""大阪市"" もなか会 就労継続支援B型 Instagram",2026-03-12T16:12:55
498,大阪市,社会福祉法人今川学園,ワークセンターいまがわ,http://imagawagakuen.net/workcenter/index.html,http://imagawagakuen.net/workcenter/index.html,wam_url,high,,,,"""ワークセンターいまがわ"" ""大阪市"" 今川学園 就労継続支援B型 Instagram",2026-03-12T16:12:55
499,大阪市,特定非営利活動法人ティンクル,福祉作業所ワークルームみかづき,,,,,,,,"""福祉作業所ワークルームみかづき"" ""大阪市"" ティンクル 就労継続支援B型 Instagram",2026-03-12T16:12:55
5,大阪市,株式会社ラーカイラム,ケーラベーカリー野田,,,,,,,,"""ケーラベーカリー野田"" ""大阪市"" ラーカイラム 就労継続支援B型 Instagram",2026-03-12T16:12:55
50,大阪市,エフリング,ジョブタス駒川事業所,,,,,,,,"""ジョブタス駒川事業所"" ""大阪市"" エフリング 就労継続支援B型 Instagram",2026-03-12T16:12:55
